stock_name,price_nse,price_bse,eps,dividend_yield,face_value,dividend,p_to_e,industry_p_to_e,book_value,p_to_b,avg_dividend,2019 Net,2018 Net,2017 Net,2016 Net,2015 Net,2019 EPS,2018 EPS,2017 EPS,2016 EPS,2015 EPS,2019 ESC,2018 ESC,2017 ESC,2016 ESC,2015 ESC,2019 Profit,2018 Profit,2017 Profit,2016 Profit,2015 Profit
Gujarat Gas Ltd.,225.55,226.70,15.46,0.44,2.00,50.00,14.66,23.90,31.73,7.11,39.0,7754.41,6174.33,5092.61,6105.86,9006.26,6.06,21.16,15.94,11.11,32.22,137.68,137.68,137.68,137.68,137.68,417.03,291.36,219.5,152.95,443.59
National Oxygen Ltd.,30.95,,-,-,10.00,0.00,-,20.30,-10.28,-,0.0,46.21,40.13,36.42,33.53,28.3,7.42,-3.89,-10.49,-11.84,-22.55,4.8,4.8,4.8,4.8,4.8,3.56,-1.87,-5.04,-5.68,-10.83
KRBL Ltd.,149.90,148.25,23.2,1.67,1.00,250.00,6.39,6.70,115.44,1.30,210.0,4119.57,3246.44,3147.87,3358.85,3113.01,21.38,19.62,17.04,15.78,11.93,23.54,23.54,23.54,23.54,23.54,503.27,461.79,401.12,371.37,280.86
Refex Industries Ltd.,35.40,35.45,35.22,-,10.00,0.00,1.01,20.30,27.64,1.28,0.0,461.05,76.86,37.72,77.95,84.66,20.44,0.61,0.3,3.44,1.97,15.48,15.48,15.48,15.48,15.48,31.63,0.94,0.46,5.32,3.05
Sayaji Industries Ltd.,81.10,,-,2.47,5.00,40.00,-,55.17,127.26,0.64,100.5,621.23,579.45,534.56,491.47,468.07,39.87,17.18,498.32,345.58,1191.41,3.16,3.16,0.79,0.79,0.79,25.2,5.43,3.94,3.73,9.41
LT Foods Ltd.,21.90,22.00,2.47,0.68,1.00,15.00,8.91,6.70,26.31,0.83,16.0,2192.56,2141.13,2076.37,1844.11,1855.27,1.7,1.49,1.13,11.47,11.61,31.98,31.98,26.66,26.66,26.45,54.49,41.26,30.14,30.38,30.66
La Opala RG Ltd.,150.00,151.35,7.81,0.80,2.00,60.00,19.38,19.36,47.67,3.15,74.0,278.1,259.29,263.05,249.3,223.33,6.67,12.95,9.9,10.58,7.66,22.2,22.2,11.1,11.1,11.1,74.04,73.44,54.95,58.71,41.74
Chaman Lal Setia Exports Ltd.,37.80,,6.77,1.27,2.00,24.00,5.58,6.70,43.60,0.87,21.4,764.44,746.56,493.38,485.56,508.25,6.65,8.05,7.44,7.95,21.59,10.35,10.35,10.35,9.41,9.45,34.41,41.65,38.51,37.35,20.08
Bombay Oxygen Investments Ltd.,9970.00,,752.88,0.10,100.00,10.00,13.24,20.30,14740.18,0.68,12.0,1.24,1.56,15.75,17.55,17.29,454.19,92.13,260.67,25.42,41.07,1.5,1.5,1.5,1.5,1.5,6.81,1.38,3.91,0.38,7.7
Himalaya Food International Ltd Ltd.,5.55,,1.23,-,10.00,0.00,4.51,55.17,8.58,0.65,0.0,91.22,111.59,121.29,113.69,97.11,-12.02,-0.04,-0.42,-3.26,-6.81,57.87,57.87,57.87,57.87,55.02,-69.54,-0.85,-2.44,-18.88,-37.46
Kovilpatti Lakshmi Roller Flour Mills Ltd.,30.00,,3.19,-,10.00,0.00,9.4,55.17,59.58,0.50,2.0,231.57,217.31,218.3,210.53,221.94,-2.62,3.15,7.15,11.71,3.45,5.54,5.54,5.02,5.02,5.02,-1.45,1.58,3.59,5.88,1.73
GRM Overseas Ltd.,142.00,,46.07,3.52,10.00,50.00,3.08,6.70,178.41,0.80,20.0,1070.63,924.96,591.15,355.72,568.37,44.03,31.64,15.15,5.56,12.38,3.69,3.69,3.69,3.69,3.69,16.25,11.68,5.59,2.05,4.57
Kohinoor Foods Ltd.,6.55,6.40,-,-,10.00,0.00,-,6.70,-119.45,-,0.0,404.94,859.15,1050.82,1130.9,1158.97,-106.66,-20.14,-42.17,8.18,-20.59,37.07,35.24,35.24,35.24,35.24,-385.57,-71.03,-148.63,3.81,-72.55
Borosil Renewables Ltd.,33.85,33.80,4.86,1.92,1.00,65.00,6.95,19.36,76.45,0.44,213.0,357.41,295.83,267.0,222.21,175.42,5.08,20.07,548.45,179.52,163.53,9.24,2.31,2.31,2.31,3.01,46.95,46.37,126.7,52.26,49.16
Insilco Ltd.,6.47,,-,-,10.00,0.00,-,15.22,15.14,0.43,0.0,95.15,86.58,86.96,72.88,56.97,-0.96,0.06,0.16,0.24,0.23,62.72,62.72,62.72,62.72,62.72,-6.04,0.36,0.99,1.48,1.42
HDFC Mutual Fund - Gold Exchange Traded Fund Ltd.,3939.00,3934.60,-,-,0,0,-,0,0,-
NHC Foods Ltd.,3.71,,1.53,-,10.00,0.00,2.42,55.17,16.47,0.23,0.0,124.74,86.75,138.09,152.71,147.29,1.14,0.2,0.45,0.27,1.45,11.86,11.86,11.86,11.86,11.29,1.31,0.24,0.54,0.31,1.18
Haldyn Glass Ltd.,20.50,,2.63,2.93,1.00,60.00,7.79,19.36,27.52,0.74,54.0,222.03,165.62,173.07,140.65,155.55,2.26,1.2,2.3,1.24,2.98,5.38,5.38,5.38,5.38,5.38,12.13,6.47,12.39,6.66,16.03
Saint-Gobain Sekurit Ltd.,31.30,,1.66,-,10.00,0.00,18.86,19.36,12.77,2.45,0.0,160.19,146.72,123.47,140.59,132.86,1.76,1.51,0.74,-0.05,0.74,91.11,91.11,91.11,91.11,91.11,16.08,13.77,6.77,-0.41,6.75
Asahi India Glass Ltd.,152.35,150.90,6.26,0.66,1.00,100.00,24.11,19.36,51.41,2.96,82.0,2858.98,2594.73,2406.08,2170.84,2058.03,7.82,7.62,5.38,4.0,2.07,24.31,24.31,24.31,24.31,24.31,190.07,185.35,130.68,97.27,50.21
Empire Industries Ltd.,495.70,,39.53,5.04,10.00,250.00,12.54,19.36,395.63,1.25,246.0,526.22,473.3,401.58,385.13,354.2,73.05,77.78,54.4,51.08,56.89,6.0,6.0,6.0,6.0,6.0,43.83,46.67,32.64,30.65,34.13
Banaras Beads Ltd.,31.85,32.15,3.09,-,10.00,0.00,10.4,24.85,68.39,0.47,9.0,17.31,23.78,27.32,24.74,23.57,1.74,2.08,2.51,6.5,2.42,6.61,6.64,6.61,6.61,6.61,1.16,1.38,1.67,4.32,1.61
Triveni Glass Ltd.,3.92,,3.48,-,10.00,0.00,1.13,19.36,-27.55,-,0.0,61.85,53.21,69.28,60.34,47.14,1.83,4.07,2.18,3.2,-8.84,12.62,12.62,12.62,12.63,12.62,2.31,5.13,9.01,4.85,-4.15
Axis Mutual Fund - Gold ETF,3827.00,3807.85,-,-,0,0,-,0,0,-
Deccan Gold Mines Ltd.,12.18,,-,-,1.00,0.00,-,6.75,5.43,2.24,0.0,0.25,0.0,0.0,0.0,0.0,-0.26,-0.26,-1.06,-0.77,-0.27,9.33,9.33,9.07,8.92,5.92,-2.41,-2.4,-9.63,-6.9,-1.61
Apollo Hospitals Enterprises Ltd.,1088.90,1088.85,24.54,0.55,5.00,120.00,44.37,51.72,279.13,3.90,115.0,8336.66,7183.01,6441.77,5588.32,4592.79,21.76,16.76,20.5,24.0,24.91,69.56,69.56,69.56,69.56,69.56,302.76,233.2,285.15,333.95,346.59
UTI Gold Exchange Traded Fund,3825.00,3834.60,-,-,0,0,-,0,0,-
IDBI Gold Exchange Traded Fund Ltd.,4044.95,3994.00,-,-,0,0,-,0,0,-
Nippon India ETF Gold BeES,38.21,38.24,-,-,0,0,-,0,0,-
SBI Mutual Fund - Gold Exchange Traded Scheme Ltd.,4020.00,4060.80,-,-,0,0,-,0,0,-
Dr Lal PathLabs Ltd.,1385.60,1388.60,28.06,0.43,10.00,60.00,49.49,51.72,111.69,12.41,34.968,1164.9,1024.0,881.87,765.4,636.61,23.74,20.51,17.77,15.31,15.37,83.3,83.3,83.07,82.68,54.63,195.4,168.0,147.21,125.76,87.97
Metropolis Healthcare Ltd.,1277.45,1269.95,24.05,1.04,2.00,663.00,52.8,51.72,82.06,15.57,387.99,581.21,482.67,404.67,349.29,254.49,20.32,19.01,17.73,15.08,43.65,10.04,9.54,9.54,9.54,9.86,101.46,94.32,88.0,75.96,43.05
Thyrocare Technologies Ltd.,499.00,499.80,22.4,4.01,10.00,200.00,22.31,51.72,85.54,5.83,107.516,370.28,331.79,300.06,235.14,180.08,17.84,17.91,13.93,11.42,9.79,52.8,53.72,53.72,53.72,50.54,95.23,96.04,74.85,58.75,48.45
Aster DM Healthcare Ltd Ltd.,93.50,93.75,2.66,-,10.00,0.00,35.24,51.72,51.58,1.81,0.0,594.78,530.07,379.51,189.08,53.02,0.96,-1.87,1.01,-3.89,-1.99,505.23,505.23,403.22,403.05,388.64,48.07,-87.19,46.71,-169.72,-77.84
Kovai Medical Center and Hospital Ltd.,676.40,,69.9,0.44,10.00,30.00,9.68,51.72,313.69,2.16,25.0,627.65,592.37,525.62,465.31,401.62,54.96,52.98,54.64,36.95,35.37,10.94,10.94,10.94,10.94,10.94,60.14,57.98,59.78,40.43,38.7
Birla Sun Life Gold ETF,4005.00,4030.00,-,-,0,0,-,0,0,-
Narayana Hrudayalaya Ltd.,248.70,249.80,4.16,0.40,10.00,10.00,60.05,51.72,57.15,4.35,2.0,2077.16,1847.58,1645.91,1463.63,0.0,2.47,2.88,4.7,2.82,0.0,204.36,204.36,204.36,204.36,0.0,50.08,58.42,95.11,56.78,0.0
KMC Speciality Hospitals Ltd.,13.10,,0.72,-,1.00,0.00,18.19,51.72,2.40,5.46,0.0,82.26,70.67,54.83,42.57,36.3,0.53,0.41,0.37,0.2,0.01,16.31,16.31,16.31,16.31,16.31,8.61,6.65,5.96,3.21,0.12
Fortis Healthcare Ltd.,120.60,121.20,9.24,-,10.00,0.00,13.12,51.72,110.78,1.09,0.0,656.49,659.48,645.12,611.59,610.64,2.02,-1.23,-1.57,-1.59,-0.79,754.95,518.66,517.73,463.13,462.81,123.09,-63.72,-74.72,-73.51,-33.91
Healthcare Global Enterprises Ltd.,73.00,73.55,-,-,10.00,0.00,-,51.72,72.17,1.01,0.0,641.43,586.87,538.78,470.21,420.15,0.83,2.89,2.86,-0.39,-0.34,87.92,86.9,85.71,85.08,69.98,7.25,24.9,23.52,-2.84,-2.37
Artemis Medicare Services Limi Ltd.,126.00,,16.47,-,10.00,0.00,7.65,51.72,134.65,0.94,0.0,546.5,502.77,459.0,401.79,367.37,9.87,12.73,14.24,0.0,8.83,21.04,21.04,21.04,21.04,21.04,20.77,26.77,29.95,21.64,18.58
Indraprastha Medical Corporation Ltd.,33.95,33.85,4.83,4.71,10.00,16.00,7.01,51.72,26.62,1.28,17.0,788.17,748.36,765.72,757.53,713.39,3.1,2.3,2.86,3.08,3.54,91.67,91.67,91.67,91.67,91.67,28.41,21.1,26.25,28.23,32.49
Dr Agrawals Eye Hospital Ltd.,197.95,,25.55,0.76,10.00,15.00,7.75,51.72,97.00,2.04,12.4,170.05,153.32,148.54,136.56,118.15,25.35,14.42,13.98,0.08,12.12,4.7,4.7,4.7,4.7,4.7,11.92,6.78,6.57,0.04,5.7
Choksi Labs Ltd.,8.11,,-,-,10.00,0.00,-,24.85,34.47,0.24,0.0,33.99,35.21,25.2,22.3,21.97,2.3,1.82,1.27,1.04,1.27,6.97,6.97,6.97,6.97,6.97,1.6,1.35,0.89,0.72,0.88
Transgene Biotek Ltd.,3.13,,-,-,10.00,0.00,-,20.02,3.44,0.91,0.0,0.07,0.12,0.32,0.35,0.33,-1.2,-1.0,-2.59,-2.5,-2.54,75.77,75.77,75.77,75.77,75.77,-8.79,-6.44,-19.63,-18.96,-19.21
Indian Hotels Company Ltd.,72.00,72.00,3.99,0.69,1.00,50.00,18.05,22.82,37.70,1.91,31.0,2780.41,2583.95,2391.25,2267.85,1929.51,2.22,1.34,1.43,0.85,-7.31,118.93,118.93,98.93,98.93,80.75,263.7,147.77,141.94,84.15,-590.49
NG Industries Ltd.,44.50,,4.48,7.87,10.00,35.00,9.93,51.72,32.75,1.36,35.0,17.67,17.36,17.28,16.93,14.86,3.36,4.2,4.24,4.57,4.26,3.35,3.35,3.35,3.35,3.35,1.12,1.41,1.42,1.53,1.43
Fortis Malar Hospitals Ltd.,41.50,,-,-,10.00,0.00,-,51.72,55.27,0.75,2.0,144.59,149.19,140.56,129.61,117.93,0.93,1.68,1.51,3.34,4.12,18.76,18.7,18.68,18.62,18.61,1.74,3.14,2.82,6.22,7.66
Lotus Eye Care Hospital Ltd.,22.05,22.20,1.01,2.27,10.00,5.00,21.98,51.72,24.10,0.91,3.0,38.43,38.02,33.96,31.13,29.9,0.33,0.88,0.21,0.05,-0.95,20.8,20.8,20.8,20.8,20.8,0.71,1.75,0.43,0.1,-1.98
Shalby Ltd.,45.70,45.90,4.47,1.09,10.00,5.00,10.27,51.72,73.51,0.62,1.25,461.11,385.52,324.0,0.0,2.97,2.97,7.24,0.0,108.01,108.01,87.41,0.0,32.1,44.01,63.26,0.0
EIH Ltd.,65.85,65.75,2.13,1.37,2.00,45.00,30.87,22.82,49.95,1.32,49.0,1543.24,1349.9,1275.74,1417.7,1341.31,1.98,1.96,1.69,1.78,1.69,114.31,114.31,114.31,114.31,114.31,113.33,112.27,96.53,109.02,96.63
Westlife Development Ltd.,331.60,335.50,0.02,-,2.00,0.00,16775,22.82,30.59,10.84,0.0,0.0,0.0,0.2,0.31,0.29,0.0,-0.03,-0.02,-0.03,-0.01,31.12,31.12,31.11,31.11,31.11,-0.04,-0.53,-0.3,-0.45,-0.13
Mahindra Holidays and Resorts India Ltd.,134.35,134.15,5.65,-,10.00,0.00,23.74,22.82,-33.90,-,36.0,918.29,1064.19,1088.73,951.53,794.85,4.81,10.14,14.82,13.33,8.98,132.9,132.76,88.23,88.06,88.03,63.86,134.36,130.65,117.35,79.02
EIH Associated Hotels Ltd.,213.80,218.15,14.91,2.10,10.00,45.00,14.63,22.82,106.20,2.01,41.0,264.18,263.53,263.34,249.18,230.15,12.45,12.4,14.04,12.59,8.12,30.47,30.47,30.47,30.47,30.47,37.94,37.79,42.78,38.36,24.73
Lemon Tree Hotels Ltd.,21.80,21.75,0.79,-,10.00,0.00,27.53,22.82,13.06,1.67,0.0,273.32,231.08,218.28,193.28,188.04,0.8,0.28,0.07,-0.21,-0.02,789.3,786.39,781.21,778.04,776.43,63.24,22.14,5.35,-16.34,-1.04
Chalet Hotels Ltd.,195.65,199.50,3.5,-,10.00,0.00,57,22.82,70.57,2.77,0.0,987.17,815.58,711.8,572.94,440.56,-0.58,-5.9,8.87,-7.43,-7.65,205.02,171.1,152.14,152.14,152.14,-10.21,-100.87,141.81,-113.11,-116.35
Sayaji Hotels Ltd.,198.15,,-,-,10.00,0.00,-,22.82,40.19,4.93,0.0,218.25,191.5,158.18,161.09,136.72,-2.45,-3.1,-3.07,4.92,-1.67,17.52,17.52,17.52,17.52,17.52,-3.09,-4.23,-4.17,9.81,-2.65
Mac Charles (India) Ltd.,210.00,,12.87,4.76,10.00,100.00,16.32,22.82,242.94,0.86,96.0,78.24,72.96,81.4,88.07,67.33,33.61,16.08,22.6,24.66,13.38,13.1,13.1,13.1,13.1,13.1,44.03,21.07,29.61,32.3,17.54
Dolphin Medical Services Ltd.,0.48,,-,-,10.00,0.00,-,51.72,7.41,0.06,0.0,0.06,0.15,0.35,0.57,0.38,-0.67,-0.2,0.0,-0.03,-0.38,15.1,15.1,15.1,15.1,15.1,-1.01,-0.3,-0.27,-0.05,-0.57
Taj GVK Hotels & Resorts Ltd.,103.75,103.20,4.76,0.58,2.00,30.00,21.68,22.82,63.88,1.62,20.0,316.87,288.25,269.77,272.0,250.02,3.87,3.38,1.63,1.34,-0.31,12.54,12.54,12.54,12.54,12.54,24.32,21.0,10.37,8.42,-1.97
Speciality Restaurants Ltd.,25.10,25.05,-,-,10.00,0.00,-,22.82,47.06,0.53,2.0,346.36,296.79,312.42,321.35,299.38,-1.35,-11.37,-4.83,0.06,2.01,46.96,46.96,46.96,46.96,46.96,-6.34,-53.41,-22.71,0.26,9.45
Benares Hotels Ltd.,1233.00,,84.81,1.22,10.00,150.00,14.54,22.82,551.56,2.24,170.0,59.68,47.43,49.57,49.97,47.17,67.1,49.87,52.44,63.74,70.97,1.3,1.3,1.3,1.3,1.3,8.72,6.48,6.82,8.29,9.23
Royal Orchid Hotels Ltd.,42.75,42.40,3.75,4.68,10.00,20.00,11.31,22.82,81.45,0.52,9.0,112.6,102.14,91.31,87.85,84.63,4.59,4.03,3.64,2.75,3.3,27.41,27.3,27.23,27.23,27.23,12.62,10.98,9.91,7.48,8.98
Sinclairs Hotels Ltd.,171.00,,24.31,3.51,10.00,60.00,7.03,22.82,174.44,0.98,44.0,45.75,45.91,47.06,39.04,29.26,17.5,21.07,16.18,12.66,8.51,5.57,5.57,5.57,5.57,5.57,9.75,11.74,9.01,7.05,4.74
The Byke Hospitality Ltd.,9.55,9.40,0.06,-,10.00,0.00,156.67,22.82,45.88,0.21,10.0,146.77,177.41,269.98,231.52,181.42,1.26,8.98,7.9,6.47,5.0,40.1,40.1,40.1,40.1,40.1,5.06,36.01,31.7,25.94,20.03
India Tourism Development Corporation Ltd.,136.50,135.75,3.74,1.54,10.00,21.00,36.3,22.82,41.46,3.29,17.56,349.96,343.87,473.15,437.13,472.28,5.12,2.23,1.54,2.63,4.01,85.77,85.77,85.77,85.77,85.77,42.16,23.62,12.05,22.55,34.37
Savera Industries Ltd.,38.45,,2.81,3.12,10.00,12.00,13.68,22.82,49.20,0.78,15.8,71.87,72.43,68.67,66.91,63.09,5.27,4.3,1.99,2.04,2.42,11.93,11.93,11.93,11.93,11.93,6.28,5.13,2.38,2.43,2.89
HLV Ltd.,3.30,5.85,0.37,-,2.00,0.00,15.81,44.37,4.21,0.78,0.0,154.34,718.54,699.94,660.91,754.95,-1.89,-0.43,-2.2,-3.86,-9.06,126.11,126.11,93.32,93.32,93.32,-118.9,-23.22,-102.51,-180.16,-415.88
Kamat Hotels (India) Ltd.,16.00,16.35,10.76,-,10.00,0.00,1.52,22.82,-11.83,-,0.0,192.39,168.52,156.67,150.85,133.31,10.63,16.07,17.21,-36.16,-25.08,24.17,24.17,24.17,24.17,24.17,25.07,37.89,40.58,-85.28,-59.16
Gujarat Hotels Ltd.,83.70,,11.15,4.18,10.00,35.00,7.51,22.82,80.83,1.04,35.0,3.7,3.31,3.25,3.49,3.2,10.77,8.9,10.2,6.47,7.22,3.79,3.79,3.79,3.79,3.79,4.08,3.37,3.86,2.45,2.73
Jindal Hotels Ltd.,23.10,,1.99,-,10.00,0.00,11.61,22.82,44.41,0.52,4.8,38.03,33.78,36.15,36.01,31.75,2.49,1.53,0.42,2.74,2.63,6.0,6.0,6.0,6.0,6.0,1.5,0.92,0.25,1.64,1.58
Mac Hotels Ltd.,81.00,,-,0.99,10.00,8.00,-,22.82,15.84,5.11,4.0,6.79,0.0,4.55,0.0,3.0,0.0,1.37,0.0
Royale Manor Hotels and Industries Ltd.,9.50,,1.87,-,10.00,0.00,5.08,22.82,24.36,0.39,0.0,23.2,22.01,18.37,20.37,24.24,1.95,1.48,0.59,0.59,1.07,16.93,16.93,16.93,16.93,16.93,3.3,2.51,1.02,0.84,2.45
Gillette India Ltd.,5179.90,5160.30,81.76,0.85,10.00,440.00,63.12,61.93,238.87,21.69,571.04,1861.65,1676.85,1733.6,2052.97,1973.5,77.62,70.29,77.67,65.38,48.53,32.59,32.59,32.59,32.59,32.59,252.92,229.05,253.08,213.03,158.13
Lakeland Hotels Ltd.,8.58,,2.26,-,10.00,0.00,3.8,22.82,25.47,0.34,0.0,17.62,16.33,14.82,14.13,13.48,1.71,0.21,1.26,1.18,0.62,11.01,11.01,11.01,11.01,11.01,1.81,0.24,1.38,1.3,0.68
Phoenix Township Ltd.,9.50,,0.02,-,10.00,0.00,475,22.82,12.16,0.78,0.0,20.58,18.12,14.9,13.49,12.72,0.56,0.04,0.37,0.32,0.31,13.98,13.98,13.98,13.98,13.98,0.78,0.63,0.52,0.44,0.43
Country Club Hospitality & Holidays Ltd.,1.83,1.85,-,-,2.00,0.00,-,22.82,37.58,0.05,0.0,214.68,236.8,260.39,293.29,273.18,-1.34,-1.06,-0.91,-0.59,-0.69,32.69,32.69,32.69,32.69,32.69,-21.92,-17.25,-14.91,-10.65,-11.29
Viceroy Hotels Ltd.,0.83,0.80,-,-,10.00,0.00,-,22.82,-87.40,-,0.0,86.49,83.83,86.84,84.8,77.59,-2.95,-103.44,-2.72,3.38,-1.19,42.41,42.41,42.41,42.41,42.41,-12.49,-438.63,-11.54,14.33,-5.05
Advani Hotels and Resorts (India) Ltd.,29.95,29.90,2.92,6.68,2.00,100.00,10.24,22.82,11.79,2.54,42.0,70.28,62.48,59.64,53.1,48.48,2.46,1.87,1.9,1.39,0.78,9.24,9.24,9.24,9.24,9.24,11.37,8.63,8.79,6.4,3.6
TGB Banquets and Hotels Ltd.,2.17,2.10,-,-,10.00,0.00,-,22.82,35.40,0.06,0.0,79.75,118.74,136.86,136.47,139.69,-18.41,0.19,0.0,0.0,0.0,29.29,29.29,29.29,29.29,29.29,-53.92,0.54,-6.61,-15.24,-11.21
Sheela Foam Ltd.,1313.80,1298.20,35.49,-,5.00,0.00,36.58,18.44,137.15,9.58,0.0,1813.76,1656.53,1445.86,1265.05,1135.87,25.35,25.82,22.65,18.48,7.06,24.39,24.39,24.39,16.26,16.26,123.67,125.94,110.48,90.22,34.44
VIP Industries Ltd.,232.40,233.50,7.97,1.38,2.00,160.00,29.3,19.41,38.68,6.01,121.0,1784.44,1409.59,1274.82,1216.45,1047.7,9.11,8.39,5.38,4.49,3.4,28.26,28.26,28.26,28.26,28.26,128.81,118.57,75.98,63.42,47.9
Emami Ltd.,168.55,171.45,8.25,2.37,1.00,400.00,20.78,61.93,45.48,3.71,640.0,2483.27,2353.99,2340.75,2189.13,2030.64,6.72,13.64,15.26,14.63,20.78,45.39,22.7,22.7,22.7,22.7,305.25,309.52,346.37,332.15,471.63
Radix Industries (India) Ltd.,62.15,,0.81,1.61,10.00,10.00,76.73,24.85,11.20,5.55,10.0,10.7,12.07,13.86,30.13,56.0,1.25,1.26,1.25,2.03,4.9,10.0,10.0,10.0,10.0,10.0,1.25,1.26,1.25,2.03,4.9
Bajaj Consumer Care Ltd.,135.20,134.05,15.36,10.36,1.00,1400.00,8.73,61.93,32.88,4.11,1210.0,909.36,831.21,792.54,868.77,821.29,15.33,14.66,14.92,13.42,11.75,14.75,14.75,14.75,14.75,14.75,226.13,216.27,220.96,197.91,173.31
Jyothy Labs Ltd.,94.00,92.85,5.41,3.19,1.00,300.00,17.16,61.93,23.26,4.04,370.0,1768.88,1699.73,1631.97,1575.37,1437.82,5.29,8.83,11.12,8.97,7.89,36.72,18.18,18.17,18.11,18.1,193.17,160.53,202.05,162.36,142.79
Container Corporation of India Ltd.,319.95,317.50,7.12,2.67,5.00,171.00,44.59,13.53,170.16,1.88,156.4,6881.91,6167.12,5606.13,5921.73,5573.7,19.95,43.05,35.21,39.01,53.73,304.65,243.72,194.97,194.97,194.97,1215.41,1049.04,858.02,950.82,1047.55
Lykis Ltd.,13.50,,-,-,10.00,0.00,-,47.25,16.95,0.80,0.0,146.7,148.28,106.08,104.67,166.84,-0.5,-0.26,0.31,0.95,0.79,19.93,19.93,19.93,19.93,18.96,-0.97,-0.51,0.6,1.79,1.46
Pee Cee Cosma Sope Ltd.,46.55,,11.01,6.44,10.00,30.00,4.23,4.23,84.31,0.55,23.6,76.08,76.44,70.99,74.55,80.54,10.7,13.9,5.9,7.7,5.1,2.65,2.65,2.65,2.65,2.65,2.84,3.67,1.56,2.05,1.35
Orient Electric Ltd.,185.40,185.10,3.84,0.54,1.00,100.00,48.2,37.35,14.45,12.83,37.5,1864.4,1599.77,212.28,0.0,3.27,3.02,0.56,0.0,21.22,21.22,21.22,0.0,69.31,64.03,11.82,0.0
Lehar Footwears Ltd.,16.00,,0.06,-,10.00,0.00,266.67,47.68,29.19,0.55,0.0,93.96,74.55,79.07,100.09,83.66,1.61,1.44,0.96,2.23,1.57,13.68,13.68,13.68,13.68,13.68,2.2,1.97,1.31,3.05,2.14
Inflame Appliances Ltd.,65.00,,-,-,10.00,0.00,-,22.83,10.00,6.50,1.0,55.11,8.99,18.06,3.91,0.0,3.44,0.76,3.15,0.43,-0.09,6.0,4.0,0.79,0.29,0.01,2.06,0.3,0.46,0.06,-0.01
Gati Ltd.,47.40,47.80,-,1.69,2.00,40.00,-,51.27,63.01,0.75,49.0,516.18,446.11,511.96,485.16,443.25,2.24,3.36,3.37,2.26,2.73,21.71,21.67,17.64,17.55,17.5,24.25,34.48,29.77,19.83,23.87
SR Industries Ltd.,0.48,,-,-,10.00,0.00,-,15.45,-15.10,-,0.0,25.24,37.78,44.73,33.77,58.7,-8.8,-2.84,0.75,-1.43,1.18,19.65,13.89,13.89,13.89,13.89,-17.35,-4.08,0.82,-2.06,1.05
JHS Svendgaard Laboratories Ltd.,7.30,7.35,0.93,-,10.00,0.00,7.9,61.93,36.64,0.20,0.0,119.66,138.38,105.48,100.09,55.32,0.59,4.96,5.46,-3.17,-9.19,60.9,60.9,44.12,37.64,24.1,3.6,28.05,21.98,-21.63,-22.14
Transport Corporation of India Ltd.,177.00,177.65,18.06,1.02,2.00,90.00,9.84,13.53,108.05,1.64,75.0,2558.29,2177.11,1804.26,2257.77,2196.75,16.65,13.55,9.18,11.2,10.5,15.33,15.32,15.32,15.21,15.13,127.64,103.74,70.26,85.06,75.95
VRL Logistics Ltd.,148.40,149.45,12.01,3.71,10.00,55.00,12.44,17.43,71.50,2.08,37.0,2109.54,1922.32,1803.09,1722.52,1671.2,10.17,10.17,7.72,11.26,10.66,90.34,90.34,91.24,91.24,85.54,91.92,92.56,70.47,102.31,91.22
Mahindra Logistics Ltd.,226.00,227.15,9.55,0.80,10.00,18.00,23.79,17.43,69.74,3.24,6.6,3665.51,3220.11,2588.69,1386.51,0.0,11.85,8.87,6.58,1.87,0.0,71.45,71.14,68.0,57.7,0.0,84.44,62.19,44.78,10.81,0.0
Navkar Corporation Ltd.,18.05,17.60,3.11,-,10.00,0.00,5.66,17.43,116.54,0.15,0.0,482.58,428.17,355.16,347.26,0.0,3.51,6.92,6.75,8.05,0.0,150.52,150.52,142.61,142.61,0.0,52.82,100.92,96.21,103.5,0.0
Snowman Logistics Ltd.,31.70,31.05,-,-,10.00,0.00,-,17.43,26.03,1.22,1.0,232.55,194.28,189.24,240.13,202.93,0.58,-0.21,-0.3,1.23,1.67,167.09,167.09,167.09,167.09,166.68,9.72,-3.56,-4.93,20.61,24.75
Prime Customer Services Ltd.,119.35,,-,-,10.00,0.00,-,26.39,25.13,4.75,0.4,43.18,36.12,23.87,21.04,19.59,3.61,2.86,0.92,0.97,0.59,3.49,3.49,3.49,1.52,0.92,1.26,1.0,0.32,0.27,0.08
Gateway Distriparks Ltd.,92.10,94.75,5.6,4.89,10.00,45.00,16.92,17.43,69.22,1.33,65.0,366.71,327.96,321.23,265.67,275.89,8.11,3.5,4.76,9.75,7.42,108.73,108.73,108.73,108.73,108.73,88.16,38.01,51.7,106.04,80.69
North Eastern Carrying Corporation Ltd.,3.89,3.50,1.21,-,10.00,0.00,2.89,13.53,17.31,0.22,0.0,342.92,384.87,547.99,538.35,530.65,0.9,0.77,1.12,1.12,1.1,50.2,50.2,50.2,50.2,50.2,4.53,3.87,5.6,5.64,5.54
ABC India Ltd.,43.85,,18.34,-,10.00,0.00,2.39,13.53,54.33,0.81,0.0,176.99,116.65,131.81,133.56,152.82,10.61,1.63,-30.38,-4.38,0.0,5.42,5.42,5.41,5.41,5.41,5.75,0.89,-16.52,-2.37,0.12
